fulcrum_id,parcel_no,prop_add,prop_type_name,genprop,condition,comments,x,y,photo1,photo2,photo3,photo4,var,value
25969e10-4369-453c-ad8d-1b80be71a0ec,OC08   0009,144 KIRK LN,"Single family home, no garage",Occupied   ,well maintained,blank,-83.24883504,31.61169326,1afa8f3c-3867-4d42-a80b-2e00b4b86295,blank,blank,blank,foundation,found_notvis
3b7be0e6-ea7f-42f2-877c-3c5ea2957910,OC08   0010,140 KIRK LN,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2484385,31.61165898,1b869223-27a7-43d5-9c21-39d2f9b937bb,blank,blank,blank,foundation,found_notvis
5e5e4aa4-1655-4df1-adb6-0edd03982458,OC14   0032,139 KIRK LN,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.24834881,31.61215931,f4ac1972-e9cf-4b5c-b778-592bf8fdd5b9,blank,blank,blank,foundation,found_notvis
8dd63c05-b9a5-4955-82c8-e889d01a3554,OC14   0031,135 KIRK LN,"Single family home, no garage",Occupied   ,sound,blank,-83.24798301,31.6121488,b1f5c785-0572-4844-b916-4bdf37b58ba3,blank,blank,blank,foundation,found_notvis
b0a84307-e075-4339-8a87-0c8d62f2b40f,OC14   0017,136 KIRK LN,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2481619,31.61164833,ca8e893d-fe45-46f8-adc7-608cced997f8,blank,blank,blank,foundation,found_notvis
bf297927-1a87-4018-b4db-dff9c623c1a2,OC14   0018,132 KIRK LN,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24788453,31.61164354,faaa0be0-59ad-4a5c-ab99-44131136ca94,blank,blank,blank,foundation,found_good
1e748d55-43da-43f7-b1dd-2804cbf80d02,OC14   0030,131 KIRK LN,"Single family home, attached garage",Occupied   ,sound,blank,-83.24767402,31.61214034,146075c0-4e6a-4143-8111-ad58d1bd171a,blank,blank,blank,foundation,found_cracked
56626d70-5a65-44fa-bc3b-f4037f8059fe,OC14   0019,128 KIRK LN,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24756362,31.61163731,c99e171c-8575-4edd-b26b-3ec3c8a3df86,blank,blank,blank,foundation,found_notvis
937abf65-67df-4ec2-a264-06f497f05518,OC14   0020,124 KIRK LN,"Single family home, attached garage",Occupied   ,sound,blank,-83.24719048,31.6116319,8efbd741-70dd-4a4e-a64c-ac218f01aa16,blank,blank,blank,foundation,found_cracked
2d9c3d3f-2eea-44ad-b117-b0a8c34bb1f3,OC14   0028,114 KIRK LN,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.24674149,31.61211716,4c48e7a8-9402-477f-ae1f-ecb08b310f89,blank,blank,blank,foundation,found_notvis
b052600a-f26f-45ed-800a-a961de5a3d19,OC14   0021,108 KIRK LN,"Single family home, detached garage",Occupied   ,sound,blank,-83.24674985,31.61161965,1ab02d37-16ba-4c67-940c-aaecf145621f,blank,blank,blank,foundation,found_notvis
b6a0f7b3-1fbe-43ec-87eb-4687bbe6df31,OC14   0027,115 KIRK LN,"Single family home, attached garage",Occupied   ,sound,blank,-83.24624293,31.61210091,b2df1937-69ff-4237-b31a-f0801e8521ea,blank,blank,blank,foundation,found_good
f29396fd-046e-4bd0-b772-2dfb04d42457,OC14   0026,113 KIRK LN,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24614382,31.61183542,5429af09-3be8-4730-b736-8cf0d5e092b5,blank,blank,blank,foundation,found_notvis
37968188-98ca-4910-b03a-f919d2494419,OC14   0022,109 KIRK LN,"Single family home, attached garage",Occupied   ,moderate rehabilitation needed,blank,-83.24613653,31.6115516,6babb658-870b-410c-89c1-07018cb4e657,blank,blank,blank,foundation,found_good
de824558-3dc3-4837-9cf6-046af6f3f2d5,OC14   0011,148 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24617723,31.61120154,5f545d17-a61a-48c1-9485-4f7832cb9487,blank,blank,blank,foundation,found_good
e9e31c1c-ab44-4fef-bdf6-4084dc5f4833,OC14   0012,140 LAKEWOOD DR,"Single family home, detached garage",Occupied   ,moderate rehabilitation needed,blank,-83.24675577,31.61122321,8ea9a586-2e7c-4d20-8cfe-b5d93513b8e4,blank,blank,blank,foundation,found_notvis
40d86e21-bc65-40df-b6c5-28225d4a363b,OC14   0014,130 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24753072,31.61124149,13569676-0ed6-4a07-a5a5-e37f1f67336c,blank,blank,blank,foundation,found_notvis
47bf081d-d421-468b-bc0f-f810b99c8b3b,OC08   0007,120 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24844606,31.61126663,38aa6c70-f765-49d3-95a9-09eeab312f56,blank,blank,blank,foundation,found_notvis
d68116a8-5453-4861-950f-a9e1bb1b715a,OC14   0016,124 LAKEWOOD DR,"Single family home, detached garage",Occupied   ,well maintained,blank,-83.24813231,31.61125761,6f88b65d-d269-4862-9d5c-d07fa20f12f5,blank,blank,blank,foundation,found_notvis
aa199fc2-6f42-48ad-a050-349fc4c073b9,OC14   0015,128 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24785475,31.61124836,b09711b1-7b06-4ebf-8f15-28696bb007f5,blank,blank,blank,foundation,found_notvis
2d962950-6f38-4bf8-8794-2b28e0bc9e35,OC14   0013,136 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24717707,31.61123583,123998dd-a8f7-4eb0-8013-90e14710885f,blank,blank,blank,foundation,found_notvis
0ae98139-3798-49e3-955b-f1dcc74a043c,OC14   0024,167 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,moderate rehabilitation needed,blank,-83.24493972,31.61154297,64bcef3e-d3da-4f53-9f14-a0c1c6596f28,blank,blank,blank,foundation,found_cracked
b036cd8b-eee3-4cb9-bbfa-e54ce49fbfee,OC14   0009,159 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24493233,31.61109689,82cbf6c1-a345-4bee-8894-45ce1fb3ca60,blank,blank,blank,foundation,found_notvis
d884f0d1-33c8-498c-a069-7acf7902a0c6,OC14   0008,157 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24501582,31.61062722,d303019e-f5d4-4e18-b071-06f79baf933e,blank,blank,blank,foundation,found_notvis
54180f65-f065-477a-b77e-177d3dcc2ea6,OC14   0007,153 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.24577981,31.6106143,603f3807-353c-4a94-bd69-8a1191404511,blank,blank,blank,foundation,found_notvis
523ddef0-0f10-476b-bfe6-b3cbfe2a9044,OC14   0023,166 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24572231,31.61162022,ec638327-0190-46d3-958d-5aeff1429456,blank,blank,blank,foundation,found_notvis
e3d284ac-1a96-4143-a7a5-cdf86cbf5160,OC14   0010,152 LAKEWOOD DR,"Single family home, detached garage",Occupied   ,sound,blank,-83.24577565,31.6111856,c32bc0f7-46ca-454f-833d-ca266f891864,blank,blank,blank,foundation,found_notvis
0f69af1c-67de-4a47-9574-4cab0232a640,OC14   0006,149 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.2462125,31.61062238,4d2729e6-958c-4020-bcf2-d34cf5cb937f,blank,blank,blank,foundation,found_notvis
571f8688-dd26-4ac3-b6c0-f724c1133b6a,OC14   0005,145 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24653526,31.61063128,6a61f3df-6359-428e-8dbe-1cc1144d126f,blank,blank,blank,foundation,found_good
f7fcecdd-0ef3-45f4-b10c-525c4e4d6fde,OC14   0004,141 LAKEWOOD DR,"Single family home, detached garage",Occupied   ,well maintained,blank,-83.24683938,31.61064015,6aacf8d9-85c3-4322-8cb4-3bced70d0664,blank,blank,blank,foundation,found_notvis
01efa3a9-4022-4dd1-b9ee-1a46b536cf6b,OC14   0003,135 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24716084,31.61064506,8ebd7489-3f84-48fc-a966-9b81f6cbaee9,blank,blank,blank,foundation,found_notvis
f6775623-8f2b-4c08-99d4-b6081e4e4cba,OC08   0004,115 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24868851,31.61068179,6069adfc-cfaa-40bd-be00-7bce4a3f95de,blank,blank,blank,foundation,found_notvis
c2559e42-a2dd-4551-86f1-853149ed0642,OC14   0001,125 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.2481517,31.61067056,150652f0-3972-4e95-86ad-2da0a8c9dbf4,blank,blank,blank,foundation,found_notvis
796f4e57-7bf3-4684-b364-e276df5dbc63,OC08   0002,113 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,moderate rehabilitation needed,blank,-83.24938783,31.61070462,eda64ab0-92bb-49bf-84db-134b40bfefb6,blank,blank,blank,foundation,found_good
77905527-1873-496d-9a12-df3d7635fd26,OC08   0005,110 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,moderate rehabilitation needed,blank,-83.2494802,31.61129667,73c2cbd3-d7cb-4fe2-9e72-6c6496441ba7,blank,blank,blank,foundation,found_notvis
05f1eaa9-9055-4678-986e-805a9c0234b6,OC08   0006,114 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24884491,31.61127974,252c6cc9-6f3e-427a-9d68-f95c38195a87,blank,blank,blank,foundation,found_notvis
01a41d9a-1a73-496e-b393-154d8246ef58,0060   0057,146 FITZGERALD HWY,"Single family home, attached garage",Occupied   ,moderate rehabilitation needed,blank,-83.25031458,31.6109953,8f82ab37-6203-497f-9f1d-b7e982aea7eb,blank,blank,blank,foundation,found_cracked
bfa142f3-5a0e-41eb-930d-df3b228506cc,0060   0046,224 FITZGERALD HWY,Mobile home,Occupied   ,dilapidated,blank,-83.25014877,31.61638844,47f46e40-b0ce-4263-a65d-64458ef0955f,blank,blank,blank,foundation,found_compreplace
89cf764b-c1d0-4720-a08f-916c89cc49c6,0060   0051016,112 SWEETBRIER LANE,"Single family home, attached garage",Occupied   ,sound,blank,-83.25327089,31.61334982,60a61c6a-8891-42bb-b759-e1382ef2fbc2,blank,blank,blank,foundation,found_notvis
10dc6178-7aaf-4bf0-9c19-965a47eacd05,0060   0051018,110 SWEETBRIER LANE,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.25306304,31.61272748,4e830ff5-d0f0-461b-8248-7925b487fc57,blank,blank,blank,foundation,found_good
9fafde6f-8331-4bbc-9016-bdee09b5363a,0060   0051017,114 SWEETBRIER LANE,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.2528263,31.61356866,087c4a65-ad8d-477e-aef0-2364c9978883,blank,blank,blank,foundation,found_good
78008fec-e6d9-41c0-b419-64d34212ca8c,0060   0051003,102 SWEETBRIER LANE,"Single family home, attached garage",Occupied   ,sound,blank,-83.252132,31.61388548,26fe1d46-9939-418d-8d9f-092691a12f01,blank,blank,blank,foundation,found_notvis
15bcaede-fc8a-488c-9b47-499d3101e7c5,0060   0051004,100 GREENBRIER DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.25222394,31.61424147,9f1061d1-5d47-4116-82aa-f2317e8cf091,blank,blank,blank,foundation,found_good
de3d3343-e5fc-4563-90e5-25ba658fe1d3,0060   0051015,116 SWEETBRIER LANE,"Single family home, detached garage",Occupied   ,sound,blank,-83.25298044,31.61392819,4d6ba2f7-525f-476b-9239-ec1e314e2267,blank,blank,blank,foundation,found_cracked
42f528ca-c9f2-4225-9844-c47d24557534,0060   0051005,101 SWEETBRIER LANE,"Single family home, attached garage",Occupied   ,sound,blank,-83.25240427,31.61470204,36172d83-b061-443a-90f2-b0a6c603ebd7,blank,blank,blank,foundation,found_good
efff16bc-eab0-4796-b161-7278ba7a293e,0060   0051012,115 SWEETBRIER LANE,"Single family home, no garage",Occupied   ,well maintained,blank,-83.25315094,31.61443582,e48ae9d0-25eb-4c70-963b-0e1ee456c857,blank,blank,blank,foundation,found_good
ea3547cf-46b3-4ada-b146-e5d94943b6cf,0060   0051006,103 SWEETBRIER LANE,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.25257191,31.61501195,f14c5657-55fd-43e0-836d-8622c3680f53,blank,blank,blank,foundation,found_notvis
0f09f59d-4097-408a-a042-48d805570d7d,0060   0051007,105 SWEETBRIER LANE,"Single family home, no garage",Occupied   ,minor repairs needed,blank,-83.25291257,31.61524867,4e6133e7-afe6-4abe-a100-1711a8b21da8,blank,blank,blank,foundation,found_good
3b50e8fa-81ad-430b-8e99-af94f4edcf42,0060   0051008,107 SWEETBRIER LANE,"Single family home, no garage",Occupied   ,well maintained,blank,-83.25332795,31.61543165,bfbf1519-3858-436d-920e-8d2b891290d0,blank,blank,blank,foundation,found_good
79d1b40b-1d1e-42de-80e2-c58886022f3b,0060   0051009,109 SWEETBRIER LANE,"Single family home, no garage",Occupied   ,well maintained,blank,-83.25395775,31.61537445,2afe9052-a1b5-4cc5-953e-bb3d6abbbb62,blank,blank,blank,foundation,found_good
0610bcd4-cce4-4837-904f-23447d37b62e,0060   0051010,111 SWEETBRIER LANE,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.25389792,31.61483929,f3531d71-f80e-4f62-a599-2d23f33c9236,blank,blank,blank,foundation,found_notvis
b198d14f-0fb1-4e9a-b2ee-ee28182ec62a,0060   0051011,113 SWEETBRIER LANE,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.25353122,31.61463203,ccc6adcc-217b-474c-89b0-d83aebd8ca26,blank,blank,blank,foundation,found_good
1b988963-9c5e-47c9-adc5-340ca10ae3d4,0060   0051014,336 GREENBRIER DR,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.25349508,31.61383102,94addb0a-3790-480b-87a5-e17adeaa63a2,blank,blank,blank,foundation,found_good
f26705f4-21aa-4d56-beda-9810d437612c,0060   0051013,385 GREENBRIER DR,"Single family home, detached garage",Occupied   ,minor repairs needed,blank,-83.25365537,31.61435348,8a1118f7-506d-42a2-bd52-89f2e7bbdea4,blank,blank,blank,foundation,found_cracked
8f981f09-82f8-4106-95eb-cc841f579f70,0060   0051023,204 GREENBRIER DR,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2540309,31.61382269,c50a6c63-1d90-4b3c-9bc9-6ed9b9751bcf,blank,blank,blank,foundation,found_good
db354aff-61a4-4cae-b6ab-2e1006d7c4d9,0060   0051112,200 GREENBRIER CIRCLE,Mobile home,Occupied   ,substantial rehabilitation needed,blank,-83.25490699,31.61432973,39d95da5-9cd2-4719-b239-f187243974c5,blank,blank,blank,foundation,found_cracked
69947c32-688b-4706-b76f-56a3816a937d,0060   0051024,201 GREENBRIER CIRCLE,"Single family home, attached garage",   ,well maintained,blank,-83.25421299,31.61433818,86fa0d3d-e41f-4df7-b133-29ef99948117,blank,blank,blank,foundation,found_good
62557822-4a17-4ec8-84c6-2c993d49fe7b,0060   0051025,203 GREENBRIER CIRCLE,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.25434613,31.61467634,6acd2787-6e62-4802-b526-10de57a57725,blank,blank,blank,foundation,found_good
d22efee9-5e7c-42d0-96e4-a1477dadb423,0060   0051026,205 GREENBRIER CIRCLE,"Single family home, attached garage",Occupied   ,sound,blank,-83.25446449,31.61501459,4c898c9f-0e1a-4fb4-afbf-84a74bf554bb,blank,blank,blank,foundation,found_notvis
5ba5744a-6ddf-477d-a669-8b66728f9a81,0060   0051116,202 GREENBRIER CIRCLE,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.25506136,31.61483273,b9a9d9e5-2142-4bce-bc78-c46026ccb742,blank,blank,blank,foundation,found_notvis
5566ef1d-1e93-4687-b371-b386b337a7da,0060   0051027,207 GREENBRIER CIRCLE,"Single family home, attached garage",Occupied   ,sound,blank,-83.25458905,31.61535577,4a3721eb-1c5e-4b6b-96ca-76903f35527c,blank,blank,blank,foundation,found_notvis
ad8c6de3-f374-4e9e-af2b-1c6d8891fae1,OC14   0002,131 LAKEWOOD DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.24758234,31.61065637,5e32694b-e7a6-4694-af53-2f7a905afa4c,blank,blank,blank,foundation,found_notvis
d57215eb-78c9-4fd0-aabb-d88151d4e7e7,0060   0051028,209 GREENBRIER CIRCLE,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.25487452,31.61552868,a49e6101-161d-4292-9c43-8f199f394f77,blank,blank,blank,foundation,found_good
a24d087b-7064-47cc-a40f-94ae20e0fd3a,0060   0051106,410 AARON STREET,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.2560481,31.61464574,85d8cda7-afc4-48b4-b5cb-2849e0aa6e80,blank,blank,blank,foundation,found_cracked
ebad16d0-161d-4a80-8e63-52c2431dd82b,0060   0051114,405 AARON STREET,Mobile home,Occupied   ,minor repairs needed,blank,-83.2554055,31.61463941,f123ff8c-f1fd-405c-99a5-7f249357c6ed,blank,blank,blank,foundation,found_cracked
2eae681c-58e4-49cb-923a-fa63b3abba3d,0060   0051107,408 AARON STREET,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.25601533,31.61429356,627f427c-ba1f-481b-b710-a3174aabdde2,blank,blank,blank,foundation,found_cracked
b5d038d7-de12-4a68-ba67-3dd2a005d410,0060   0051108,406 AARON STREET,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.25594228,31.6138835,7455363b-e2dd-4312-9b8c-4bc7eb080533,blank,blank,blank,foundation,found_cracked
b5a96e19-4756-44c8-8e89-507b0ec309f1,0060   0051109,404 AARON STREET,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.25555423,31.61373617,a564bf98-fadd-41e5-bbea-e65425ae268a,blank,blank,blank,foundation,found_good
b6cf3145-cd03-4660-a2a2-e9b187ca3ccb,0060   0051110,402 AARON STREET,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.25508999,31.61375389,9ce30af1-a8aa-4d05-b1e8-b2aa77c1d529,blank,blank,blank,foundation,found_cracked
3adbe0f5-1d37-4c80-93cd-f379224ef2df,0067   036B020,131 RAINBOW DR,Mobile home,Occupied   ,well maintained,blank,-83.24593655,31.61598065,4e716daa-8676-4ee0-9300-49bbd5938ad8,blank,blank,blank,foundation,found_notvis
af0f438c-3bcd-46c7-8729-41bf077df98f,0067   036B013,136 RAINBOW DR,Mobile home,Occupied   ,sound,blank,-83.24648151,31.61597928,9bb1de92-08df-42b9-9e02-649e0fe2355b,blank,blank,blank,foundation,found_good
7fb49958-d11b-4b31-b6a9-aebd4b841d13,0067   036B014,136 RAINBOW DR,Mobile home,Occupied   ,sound,blank,-83.24647952,31.61622818,e421bcf7-f8be-4de3-92f6-2f900989d53c,blank,blank,blank,foundation,found_notvis
c5b5acc5-d22b-4326-b48b-b8d1b1cbe993,0067   036B012,126 RAINBOW DR,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.24648349,31.61573038,7a38ee0c-e9bd-451c-9903-013f23d07305,blank,blank,blank,foundation,found_notvis
bcb0fedc-8d2e-43cc-8596-d614990e8934,0067   036B021,129 RAINBOW DR,Mobile home,Occupied   ,well maintained,blank,-83.24593852,31.61573175,232d2aa3-a149-4984-9347-733f2f8be60f,blank,blank,blank,foundation,found_notvis
28166843-1624-4e55-af21-3be3635ca99d,0067   036B022,127 RAINBOW DR,Mobile home,Occupied   ,sound,blank,-83.2459405,31.61548285,9d8dea9b-d8ef-4df9-af2e-4671e1155e18,blank,blank,blank,foundation,found_good
c52b1bdb-cc94-463a-ae21-dfc03f13a5ec,0067   036B010,124 RAINBOW DR,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.24648746,31.61523258,2979eeee-691b-4686-ac12-8857ff1bcad0,blank,blank,blank,foundation,found_cracked
e944b75f-4742-4a03-b2f0-327be7cae980,0067   036B011,124 RAINBOW DR,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.24648547,31.61548148,blank,blank,blank,blank,foundation,found_cracked
d9e5bce6-8318-463e-81cc-549dbaeea6ec,0067   036B023,125 RAINBOW DR,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.24594248,31.61523395,c82b0519-c7aa-4eb1-a3cc-1b56dafc368b,blank,blank,blank,foundation,found_cracked
f5112389-ebde-4e07-8c6c-f2a5cf18c026,0067   036B009,120 RAINBOW DR,Mobile home,Occupied   ,sound,blank,-83.24648943,31.61498633,141f6329-4d77-4af7-bc88-b494407d1274,blank,blank,blank,foundation,found_good
9b2b73f3-443f-4d70-88b3-4bcb26a268b8,OC14   0029,125 KIRK LN,"Single family home, attached garage", Unoccupied  ,sound,blank,-83.24725343,31.61213598,f872cafb-6355-4357-bca8-a156ea455eb6,blank,blank,blank,foundation,found_notvis
456cddcf-6479-4abd-8a55-8a76825328b7,0067   036B024,121 RAINBOW DR,Mobile home,Occupied   ,minor repairs needed,blank,-83.24594447,31.61498505,94cddf0b-89ea-4962-b85a-ddf6026c70bc,blank,blank,blank,foundation,found_good
e35be29a-cad7-46fc-8860-1305aed1636f,0067   036B025,117 RAINBOW DR,Mobile home,Occupied   ,minor repairs needed,blank,-83.24594645,31.61473615,c876a3fa-716e-4dcf-9519-b720abd1f519,blank,blank,blank,foundation,found_cracked
6fab41d2-166b-4830-8f78-0a0783398c0b,0067   036B008,118 RAINBOW DR,Mobile home,Occupied   ,minor repairs needed,blank,-83.2464914,31.61474008,771ab517-9bf9-4df5-92c3-9070be4a9b2e,blank,blank,blank,foundation,found_cracked
ab4232ae-1746-417d-812b-61da55099a18,0060   0055,136 FITZGERALD HWY,Mobile home,Occupied   ,dilapidated,blank,-83.25033722,31.60974471,9cb2402b-222a-4a0c-b503-b9b410895e86,blank,blank,blank,foundation,found_compreplace
8c8d80ae-eb77-45fe-9771-8abc7d3152c0,0060   0053,164 FITZGERALD HWY,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.25029303,31.61162768,e0a1c049-ed73-479b-a958-84b747d745cc,blank,blank,blank,foundation,found_good
6f6d68da-26b5-488b-a692-73e1b631605f,0067   0037,161 FITZGERALD HWY,"Single family home, detached garage",Occupied   ,substantial rehabilitation needed,blank,-83.24960397,31.61214968,ef09b89f-fe41-495a-99de-4de1d4630568,blank,blank,blank,foundation,found_cracked
7111ebe4-0457-4d86-a258-de167963e5e4,0067   0036,183 FITZGERALD HWY,"Single family home, detached garage",Occupied   ,dilapidated,Multiple houses,-83.24921026,31.61356109,blank,blank,blank,blank,foundation,found_partreplace
850ecdba-b5b5-4bf3-88f6-06664b3cf82a,OC14   0038,125 Kirk Lane,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24735007,31.6124794,blank,blank,blank,blank,foundation,found_good
9a60abb8-a5c8-43c8-b1a2-a4615c196727,OC14   0039,137 PECAN DR,"Single family home, detached garage",Occupied   ,sound,blank,-83.24701309,31.61244614,eb4b61ef-e0cf-4062-a9fa-1910e757385b,blank,blank,blank,foundation,found_notvis
1a18972d-faf2-4761-9f81-e7771e440d0d,0067   036B001,200 SUN LANE,"Single family home, no garage",Occupied   ,moderate rehabilitation needed,blank,-83.24754905,31.61373357,6d10ce50-d6ef-469c-a78d-4db1c685bfe3,blank,blank,blank,foundation,found_good
bf32f3fb-7d2c-46a2-9c05-6459de081a77,0067   036B004,208 SUN LANE,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24658416,31.61371842,3c2606e6-51d6-4321-8016-a7c8aa0cb041,blank,blank,blank,foundation,found_good
9590f7e2-b256-4dde-bf78-79efa3a889e5,0067   036B028,107 RAINBOW DR,Mobile home,Occupied   ,sound,blank,-83.24595217,31.61399953,02f97cbe-b91d-4881-8afa-b2d1e25fb9c1,blank,blank,blank,foundation,found_good
9c2ada74-378d-403e-a8cf-6bd368e6e1cb,0067   036B005,106 RAINBOW DR,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.24649724,31.61400348,71f6c8a9-1a60-4175-9092-11a4acfbddba,blank,blank,blank,foundation,found_good
07fe7179-c007-4880-b122-43335941544d,0067   036B026,113 RAINBOW DR,Mobile home,Occupied   ,well maintained,blank,-83.24594842,31.6144899,162d39c8-c804-4d22-8504-fb5eed2fad29,blank,blank,blank,foundation,found_good
2058dd74-3943-4eaa-b520-45d642d2ffac,0067   036B027,111 RAINBOW DR,Mobile home,Occupied   ,sound,blank,-83.2459504,31.61424365,75e39b1f-e35f-4f8d-a1be-1b83705a7c92,blank,blank,blank,foundation,found_good
33ace964-5e9d-49ed-9c4c-74eaf3bc096a,0067   036B007,114 RAINBOW DR,Mobile home,Occupied   ,minor repairs needed,blank,-83.24649339,31.61449118,d3eadb70-073a-4da9-9a5c-7f85f670fff5,blank,blank,blank,foundation,found_cracked
0c04b2a0-c8de-485e-9adf-ba240123d4b4,OC14   0043,122 PECAN DR,"Single family home, detached garage",Occupied   ,moderate rehabilitation needed,blank,-83.24816568,31.61297313,10e31f93-e6a8-4d79-9a47-4c986220cf9b,blank,blank,blank,foundation,found_notvis
a75df2f3-d43b-40c0-b4e8-7ed66326e444,OC14   003600A,129 PECAN DR,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2477385,31.61248349,14613790-3fb6-430c-b36d-0e882588573b,blank,blank,blank,foundation,found_notvis
a20c65a8-33ed-4a8e-aa37-f54dcbb6c9a1,OC14   0036,125 PECAN DR,"Single family home, no garage",Occupied   ,minor repairs needed,blank,-83.24815149,31.61249442,61e9d691-d5a2-454e-a8fc-9b6a6ca43267,blank,blank,blank,foundation,found_notvis
8bee5752-9b50-4bdb-9654-7b7b692e8d5a,OC14   0042,111 PECAN DR,"Single family home, no garage",   Status unknown,sound,blank,-83.248446,31.61298354,f3144b03-a6f8-4d51-bdb7-7293a1792aef,blank,blank,blank,foundation,found_good
1803973d-af89-4f29-b1d0-64da38442ec3,OC14   0034,119 PECAN DR,"Single family home, no garage",Occupied   ,moderate rehabilitation needed,blank,-83.24848023,31.61250463,cef7f63e-b979-424b-b878-12e3d9caf168,blank,blank,blank,foundation,found_cracked
3ae542d5-ed40-49da-8918-e83af3eeccc4,OC14   0033,117 PECAN DR,"Single family home, no garage",Occupied   ,minor repairs needed,blank,-83.2487199,31.61251031,8b8571d1-853b-4651-b0aa-4b2cde643f78,blank,blank,blank,foundation,found_cracked
584d3122-ae40-4d24-bcb2-b3b606b8a61e,OC08   0020,114 PECAN DR,"Single family home, no garage",Occupied   ,well maintained,blank,-83.24892798,31.612986,26a38417-7160-476b-9a86-6fc25b4cd910,blank,blank,blank,foundation,found_notvis
5a059f55-a21a-4460-a20e-1fbb4d2e6866,OC08   0016,113 PECAN DR,"Single family home, no garage",Occupied   ,moderate rehabilitation needed,blank,-83.24895933,31.61251698,fd85b32d-0b3f-4cf8-a210-c3b0e5a87822,blank,blank,blank,foundation,found_cracked
f269a94e-1aab-4db7-9bb8-70b2185ca340,OC08   0019,116 PECAN DR,"Single family home, no garage",Occupied   ,well maintained,blank,-83.24919934,31.61299249,5da25d4c-2698-4a07-9c84-00fb030348d6,blank,blank,blank,foundation,found_notvis
015ccb0f-274b-4caf-bb22-f4f4c50e47d4,OC08   0015,109 PECAN DR,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.24923232,31.61252391,8955e067-5069-451d-bc15-f0cc6364dda4,blank,blank,blank,foundation,found_notvis
638b608e-8e33-4a5d-965e-d0f458d947f8,OC08   0008,150 KIRK LN,"Single family home, detached garage",Occupied   ,sound,blank,-83.24929703,31.61170935,4f128c7a-3ecb-4d21-8f88-b00e0b661511,blank,blank,blank,foundation,found_good
